146803, 55698332, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 1
144633, 55824508, 0, 8.344963364852898, 17, 3.47576540329523, 6, 1.0, 1
142379, 55433956, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 2, 0.0, 1
144491, 55665598, 0, 8.3449633648529, 17, 3.47576540329523, 5, 1.0, 1
144906, 56058798, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 2, 0.0, 1
142920, 56280146, 0, 8.3449633648529, 17, 3.47576540329523, 6, 1.0, 1
136831, 55015242, 0, 8.344963364852898, 17, 3.47576540329523, 7, 1.0, 2, 0.0, 1
137019, 55466673, 0, 8.344963364852898, 17, 3.47576540329523, 8, 1.0, 2, 0.0, 1
137179, 55812079, 0, 8.344963364852898, 17, 3.47576540329523, 7, 1.0, 1
137103, 55989126, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 2, 0.0, 1
136977, 55725631, 0, 8.344963364852898, 17, 3.47576540329523, 8, 1.0, 1
136429, 55469385, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 1
138121, 55840164, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 2, 0.0, 1
134838, 54399202, 0, 8.344963364852898, 17, 3.47576540329523, 6, 1.0, 1
149623, 55948154, 0, 8.344963364852898, 17, 3.47576540329523, 6, 1.0, 1
154089, 55251225, 0, 8.344963364852898, 17, 3.47576540329523, 5, 1.0, 2, 0.0, 1
167975, 54887889, 0, 8.3449633648529, 17, 3.47576540329523, 7, 1.0, 1
170477, 55366570, 0, 8.3449633648529, 17, 3.47576540329523, 6, 1.0, 1
161043, 55480126, 0, 8.344963364852898, 17, 3.47576540329523, 6, 1.0, 1
156575, 55041644, 0, 8.344963364852898, 17, 3.47576540329523, 6, 1.0, 1
